GEO_ID,NAME,B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M
id,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,"Estimate!!Total!!Under $25,000","Margin of Error!!Total!!Under $25,000","Estimate!!Total!!Under $25,000!!With health insurance coverage","Margin of Error!!Total!!Under $25,000!!With health insurance coverage","Estimate!!Total!!Under $25,000!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!Under $25,000!!With health insurance coverage!!With private health insurance","Estimate!!Total!!Under $25,000!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!Under $25,000!!With health insurance coverage!!With public coverage","Estimate!!Total!!Under $25,000!!No health insurance coverage","Margin of Error!!Total!!Under $25,000!!No health insurance coverage","Estimate!!Total!!$25,000 to $49,999","Margin of Error!!Total!!$25,000 to $49,999","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$25,000 to $49,999!!No health insurance coverage","Margin of Error!!Total!!$25,000 to $49,999!!No health insurance coverage","Estimate!!Total!!$50,000 to $74,999","Margin of Error!!Total!!$50,000 to $74,999","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$50,000 to $74,999!!No health insurance coverage","Margin of Error!!Total!!$50,000 to $74,999!!No health insurance coverage","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$75,000 to $99,999!!No health insurance coverage","Margin of Error!!Total!!$75,000 to $99,999!!No health insurance coverage","Estimate!!Total!!$100,000 or more","Margin of Error!!Total!!$100,000 or more","Estimate!!Total!!$100,000 or more!!With health insurance coverage","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage","Estimate!!Total!!$100,000 or more!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$100,000 or more!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage!!With public coverage","Estimate!!Total!!$100,000 or more!!No health insurance coverage","Margin of Error!!Total!!$100,000 or more!!No health insurance coverage"
0500000US05085,"Lonoke County, Arkansas",70521,571,11056,2523,10301,2401,4121,2132,7688,2090,755,492,14194,3446,13101,3094,7132,1575,7596,2215,1093,706,18453,3242,15349,2834,12296,2252,5246,1897,3104,1619,12117,2334,11020,2318,9306,1910,3362,1104,1097,1224,14701,3187,14402,3166,13511,3070,2841,914,299,317
0500000US05119,"Pulaski County, Arkansas",384679,1498,78438,9506,70841,8109,23069,3100,56915,7326,7597,2659,94695,10034,85763,8904,53400,5590,44524,6281,8932,2310,72095,8180,68583,7832,52787,6558,25795,3823,3512,1329,41222,4551,39642,4212,33843,3802,12084,2399,1580,885,98229,6905,94513,6877,87571,6472,19847,2881,3716,1560
0500000US05125,"Saline County, Arkansas",117192,890,10381,2217,8891,1770,2916,780,7663,1665,1490,933,19968,3401,19511,3316,13705,2452,11457,2302,457,339,22202,3449,21725,3392,17740,3174,8695,1812,477,332,24876,5045,24483,4998,23077,4883,5066,1456,393,439,39765,5219,38769,5189,35204,5056,7226,2551,996,549
0500000US05131,"Sebastian County, Arkansas",125831,1253,23769,3461,21446,2987,7878,1685,16595,2647,2323,935,44811,5189,39592,4774,24193,3643,23757,3890,5219,1621,23021,4262,20391,3844,15104,2958,8074,1998,2630,1236,12178,2668,11680,2572,9961,2285,3418,1295,498,559,22052,4184,21618,4089,20115,3938,4832,1642,434,526
0500000US05143,"Washington County, Arkansas",220601,1590,43558,5330,36679,4456,20150,2600,20310,3352,6879,2542,59606,6682,50516,5966,29518,4167,26965,4355,9090,2388,39547,7218,34902,6474,29293,5370,11438,2651,4645,1800,23662,3980,22105,3878,19806,3667,4912,1168,1557,1141,54228,6985,51359,6265,47574,6106,7587,1900,2869,1905
0500000US05145,"White County, Arkansas",75198,847,14573,3001,13624,2964,4572,1186,11584,2405,949,556,21261,3972,19267,3536,12693,3119,9857,2239,1994,2012,15839,3971,14994,3726,10961,3070,5717,2396,845,640,11598,3751,10227,3625,9592,3632,1569,647,1371,1240,11927,3087,11920,3083,11403,2943,1546,1015,7,14
0500000US06001,"Alameda County, California",1614221,2906,161973,11470,148591,10543,55542,5412,111168,8450,13382,3430,200124,13109,185645,12645,99672,7635,114849,9960,14479,2795,211809,14702,197457,13998,139327,9553,79508,8291,14352,2782,199102,12806,189553,12264,152402,9071,56882,5993,9549,2093,841213,15492,825400,15434,745823,15263,134837,8379,15813,2116
0500000US06007,"Butte County, California",220003,1911,47893,5444,44133,5324,16775,2650,34183,5039,3760,1190,49352,5165,45424,4967,26131,3670,30565,3876,3928,1194,39978,4833,37641,4805,22979,3229,19679,3889,2337,988,30940,4717,30008,4665,23706,3928,11457,2842,932,532,51840,6049,50593,6066,47045,6092,9212,1877,1247,648
0500000US06013,"Contra Costa County, California",1124267,1149,91383,7875,85140,7320,32776,3533,67549,6743,6243,1941,149591,11659,133588,9820,69308,6631,88507,7495,16003,3584,159633,11865,144728,11086,103997,8814,63717,6447,14905,2798,139362,11511,132682,10770,111219,9141,41419,5008,6680,2104,584298,15050,571591,14384,521998,13032,103109,6463,12707,2624
0500000US06017,"El Dorado County, California",183686,767,15729,3005,14993,2945,6339,1552,12984,2677,736,577,31275,4067,28946,4021,18811,3494,17337,3075,2329,1067,27499,4133,26975,4008,19247,3177,13555,2758,524,471,26182,4650,25071,4676,20542,3750,9165,2092,1111,822,83001,5743,80582,5441,73097,5022,17301,2905,2419,1624
0500000US06019,"Fresno County, California",963364,1628,227285,14301,203936,13158,42132,4805,184045,12442,23349,3836,216702,12615,192572,12138,78032,6825,137347,10101,24130,4119,168963,12862,152533,11522,97798,7861,74021,8514,16430,3770,128162,12812,118556,11862,91944,10122,41115,6277,9606,3142,222252,12527,213270,12173,189097,11341,44801,5368,8982,3070
0500000US06023,"Humboldt County, California",132390,1164,24564,3814,22716,3680,7176,2135,18583,3118,1848,895,35403,4616,32128,4535,17289,2872,21575,3691,3275,1132,27521,3659,25514,3488,16755,2692,12833,2275,2007,954,17417,4950,17050,4940,11388,2711,8334,4697,367,339,27485,5029,25092,4361,20657,3719,7193,2019,2393,1360
0500000US06025,"Imperial County, California",171398,1067,38984,6136,35232,5619,4053,1205,33235,5625,3752,1498,33756,6511,30761,6418,9435,2500,23110,5638,2995,990,38780,6682,35270,6193,23074,4705,16263,4112,3510,1738,24133,5688,23510,5619,18541,4863,7580,3599,623,584,35745,5965,34863,5907,28258,4411,8616,2933,882,695
0500000US06029,"Kern County, California",851645,2216,171046,12095,157256,11353,27573,4276,140633,10755,13790,2722,218823,15234,198456,14587,73119,6034,143553,13644,20367,3547,161427,14509,148868,13620,93120,9248,68449,8842,12559,3088,115314,10320,107673,9715,82053,8283,35308,5904,7641,2348,185035,13198,178450,13167,157797,11480,35296,5526,6585,1723
0500000US06031,"Kings County, California",132600,1807,21444,3802,20028,3755,4631,1547,16983,3345,1416,688,38307,5624,34362,5336,15639,3483,21548,4700,3945,1384,27843,4484,26115,4137,17703,3615,11542,2910,1728,885,18764,4608,17850,4468,14964,3960,4389,1458,914,543,26242,4855,25446,4823,21677,4817,5998,1543,796,540
0500000US06033,"Lake County, California",63157,559,12413,2285,11961,2250,1648,747,11639,2197,452,363,17988,3708,16601,3485,5341,1392,14389,3254,1387,760,13422,3251,12398,2967,7846,2334,7269,1813,1024,977,8338,3515,7641,3071,5751,2330,3231,1668,697,679,10996,2800,10530,2739,8246,2244,4354,1630,466,500
0500000US06037,"Los Angeles County, California",9959098,6396,1564419,33006,1370414,31430,357313,13278,1103288,28237,194005,10774,1999919,39263,1723675,35657,758207,21664,1102386,27064,276244,12464,1678317,35862,1481015,31363,946559,22138,653215,21669,197302,11438,1311465,35202,1195151,34203,887908,25840,397744,19596,116314,8699,3404978,45908,3232201,42799,2777009,36997,693279,19465,172777,10843
0500000US06039,"Madera County, California",146952,1116,27028,5323,25060,5006,4252,1444,23087,4784,1968,1015,38683,6216,36645,5797,12499,2764,28661,4870,2038,906,27683,6052,25884,5696,14477,4129,15470,4066,1799,1084,17777,4185,16359,3563,11635,2528,7586,2485,1418,1040,35781,6461,33947,6338,27938,5335,10250,2633,1834,1211
0500000US06041,"Marin County, California",253020,1094,22020,3943,20313,3733,9138,2338,15589,3056,1707,1004,32578,5274,28840,4462,15955,2744,18271,3459,3738,1790,24783,4322,24162,4191,17543,3341,11169,2302,621,426,19031,4030,18599,4001,16102,3760,5715,1507,432,353,154608,7235,151695,6778,140796,6104,28198,2670,2913,1616
0500000US06045,"Mendocino County, California",85501,562,18283,2915,16165,2784,3709,1102,14366,2752,2118,982,23023,3054,21249,3164,7225,1720,16255,3075,1774,965,18879,3963,17649,3815,11814,3176,8641,2155,1230,664,11434,2859,9825,2384,6370,1732,4832,1729,1609,1208,13882,2711,13472,2674,10303,2436,4858,1401,410,290
0500000US06047,"Merced County, California",262480,1489,49761,6268,46956,5986,9511,2778,40695,5533,2805,1131,72772,8840,68137,8508,22167,3276,51330,7761,4635,1623,53919,7195,50548,7205,26766,4404,29859,6151,3371,1223,35099,6512,30537,5214,20306,3775,12156,3821,4562,3457,50929,6022,49067,5874,41703,5471,12503,2324,1862,746
0500000US06053,"Monterey County, California",415920,1960,39650,4928,34613,4300,10234,2273,27993,3676,5037,2326,92062,9478,81061,8203,31464,3737,58375,6574,11001,2579,92392,9601,82013,8886,47713,5731,43184,6255,10379,2879,59323,7563,53996,6599,41154,5842,17632,3283,5327,2244,132493,9953,124568,9281,108710,8187,28859,3450,7925,2424
0500000US06055,"Napa County, California",137832,987,10997,1837,10795,1801,5099,1034,8491,1570,202,152,19816,3472,18723,3351,10483,2449,11559,2464,1093,607,24706,3931,23556,3901,17956,3626,8798,1649,1150,719,16423,3898,15779,3825,12758,2876,5378,1977,644,423,65890,4836,64065,4774,56338,4036,14547,2853,1825,664
0500000US06057,"Nevada County, California",97577,844,11890,2569,10496,2225,3034,963,9159,2133,1394,910,19467,3150,17252,2985,10903,2536,10323,2231,2215,1054,17145,3357,16554,3336,10652,2222,9855,2645,591,437,14659,3111,13213,2933,10731,2491,5055,1399,1446,1015,34416,4869,33493,4686,28321,4280,9897,2349,923,623
0500000US06059,"Orange County, California",3128408,3019,285992,15343,260034,13439,91448,7557,196664,12321,25958,3640,480945,21535,421250,19458,204486,12855,262463,13107,59695,5808,499655,18619,445879,17636,295781,12829,193752,10995,53776,5464,404457,19964,374303,18031,292991,15201,114731,8548,30154,4940,1457359,31265,1401415,28280,1232354,24543,269736,11469,55944,6130
0500000US06061,"Placer County, California",375657,1009,32095,4630,30765,4575,12772,1958,24345,4024,1330,570,45141,5958,40580,5011,28274,3647,24480,3369,4561,1680,48993,5256,47159,5226,39779,4741,18508,2788,1834,1118,46940,5619,45125,5377,38960,5124,15394,2673,1815,775,202488,9641,196850,9187,183442,8630,34493,3631,5638,2372
0500000US06065,"Riverside County, California",2349276,3275,327469,18002,282789,14950,79049,6495,233672,12654,44680,6639,486069,20909,428276,19736,174881,10373,301508,16639,57793,6652,447203,21657,402746,20192,253980,13525,191125,14317,44457,5902,334116,20203,310030,18228,232802,14722,112294,10545,24086,5636,754419,27074,714276,25831,599151,21971,178294,11438,40143,6915
0500000US06067,"Sacramento County, California",1489172,2808,238627,15148,220956,14010,59348,5309,182011,12757,17671,3028,306420,16004,284956,15124,141113,8550,185397,12658,21464,3648,262131,15166,245789,14846,180457,10393,103566,9799,16342,3201,203219,14765,196528,14052,165801,11581,53263,5922,6691,1776,478775,15736,467998,15263,419997,14094,92962,7272,10777,2113
0500000US06071,"San Bernardino County, California",2078750,5339,331368,16721,294034,14750,65848,5643,251767,14505,37334,5353,468172,21271,418219,19642,174619,12451,283245,15845,49953,6589,400420,21913,363267,20336,225732,14480,167111,14061,37153,5887,303238,21525,279732,19107,207215,13286,93539,11121,23506,5001,575552,22047,545519,20514,460183,17275,124997,9815,30033,5290
0500000US06073,"San Diego County, California",3195240,6419,389982,20050,344355,17810,125599,9762,256261,15426,45627,5773,569674,22482,500297,19325,267495,13199,291810,13880,69377,7266,535226,25586,488852,22726,343485,18154,201361,14115,46374,6373,433435,20440,404408,19442,335095,16691,116932,8522,29027,5109,1266923,27125,1217078,26114,1087647,23074,242167,11101,49845,5543
0500000US06075,"San Francisco County, California",849881,3380,91901,6220,85504,5678,30709,3876,64443,4626,6397,2049,82102,8152,78123,7830,44503,5369,47623,5342,3979,1300,82945,6224,79056,6240,57710,4827,32724,3819,3889,1279,81284,9482,78948,9246,62711,6998,26110,5202,2336,1079,511649,10649,500609,10795,459974,9756,72540,5610,11040,2094
0500000US06077,"San Joaquin County, California",718725,2074,103645,7929,95898,7847,28261,4208,80372,6919,7747,1776,143070,11684,131039,11228,55781,5565,92179,9195,12031,2809,147603,13968,136314,12911,83348,8355,69186,8538,11289,2585,100823,9354,97256,9109,77593,7314,29372,4585,3567,1491,223584,13647,214423,13239,182432,10708,50004,7464,9161,2217
0500000US06079,"San Luis Obispo County, California",266385,2586,30905,3982,28921,3903,19669,3525,14712,2436,1984,915,40821,6329,36808,5207,23038,4087,21105,3178,4013,2046,53929,6044,49517,5631,37329,4790,22171,3872,4412,1781,41670,6199,39073,5603,33648,5088,12511,2850,2597,1336,99060,6770,96988,6672,88678,6443,22133,3007,2072,909
0500000US06081,"San Mateo County, California",754599,1330,48380,5744,45463,5357,21453,2686,33091,4874,2917,1074,72758,8277,66750,7665,39808,4876,38634,5451,6008,1707,87976,8126,82414,7519,57274,6408,37965,5028,5562,1782,84997,10221,81323,9881,63995,7390,27251,5313,3674,1230,460488,11337,450076,11220,412550,9664,75340,4988,10412,2360
0500000US06083,"Santa Barbara County, California",424771,1937,45143,6251,39165,4788,18393,2687,27713,4025,5978,3056,88857,8124,76884,7227,39059,4702,48630,6207,11973,2638,73201,7951,65004,7219,43203,5018,30954,5358,8197,2652,66181,7623,56662,6176,40296,5058,22568,4345,9519,3210,151389,10453,145192,9620,129095,8525,33979,3970,6197,2121
0500000US06085,"Santa Clara County, California",1882663,2608,145108,11631,135030,10576,50787,5078,102802,9760,10078,2480,207669,15357,189779,13654,85680,7380,128204,10936,17890,4256,203103,12759,187302,11797,127200,8685,83085,7394,15801,3460,183130,13701,174383,13516,138678,11616,56262,5771,8747,2259,1143653,17461,1117394,17060,1017015,15621,173535,9499,26259,4337
0500000US06087,"Santa Cruz County, California",261528,1900,31971,5360,29581,5078,11847,2839,21725,4211,2390,941,38555,5792,35864,5282,20333,3499,23005,4335,2691,1454,35910,6336,33875,6017,24077,4644,16568,4190,2035,1216,38596,6311,36954,5949,29767,4377,13137,4109,1642,921,116496,9820,113019,9656,102103,8889,22278,3340,3477,1060
0500000US06089,"Shasta County, California",176058,1099,32660,3966,30324,3940,10205,1797,26146,3556,2336,872,46786,5516,44562,5265,25190,3633,29205,5050,2224,1006,36119,4689,33897,4422,23907,3311,17247,3546,2222,1014,22503,3685,21094,3464,17048,2814,7080,2003,1409,883,37990,4778,37067,4756,33323,4402,8599,1467,923,468
0500000US06095,"Solano County, California",425892,1693,50464,7340,46890,6962,17189,3230,39294,6460,3574,1166,67226,6752,62642,6671,32594,3780,43162,6264,4584,1541,70110,6935,65023,6125,48509,5412,27847,3388,5087,2073,67541,9251,62454,8214,50939,6433,22934,4301,5087,2541,170551,9585,165832,9382,148849,8329,37201,4350,4719,1342
0500000US06097,"Sonoma County, California",493026,1637,42367,5672,38837,5032,18967,3050,28634,3941,3530,1733,78144,7595,72310,7435,41112,4507,45022,5965,5834,1838,88272,9311,80328,8698,56831,6251,36965,5542,7944,2533,76896,8560,71922,8199,58589,6974,25700,4344,4974,1946,207347,9785,201137,9351,177834,8275,46857,4304,6210,1866
0500000US06099,"Stanislaus County, California",536155,1124,79438,8081,75599,7964,15942,3253,68785,7727,3839,1567,134825,10240,125306,9673,55882,6939,87878,8188,9519,2188,106122,10694,100823,10251,62823,6850,48740,7377,5299,1527,71839,8635,68442,7958,55300,6952,21039,4458,3397,1325,143931,9664,137957,9782,121019,8494,30438,4105,5974,2174
0500000US06101,"Sutter County, California",95175,597,17553,3224,16183,3265,3776,1633,13932,3013,1370,963,21837,3745,19258,3721,6501,1572,14835,3545,2579,1511,19613,3111,17890,2919,10889,1926,10054,2759,1723,846,10965,2982,9291,2361,8186,2094,2240,802,1674,1100,25207,4005,23640,3489,17641,2735,9051,2821,1567,1072
0500000US06107,"Tulare County, California",454990,750,101978,9871,90756,9696,16096,3999,82134,9074,11222,3388,131280,10495,115698,9527,44871,7030,81088,7043,15582,3861,82552,9534,75865,9130,42379,6395,40437,5835,6687,2160,52227,7857,48762,7506,36203,6096,18357,3526,3465,1605,86953,8292,80883,8166,66158,7699,20830,3986,6070,3266
0500000US06111,"Ventura County, California",835301,1992,65034,7200,57898,6121,21302,2599,46535,5308,7136,2064,127505,9778,109357,8766,55670,5692,71110,6612,18148,3724,146969,11309,127742,10263,82579,8011,60345,7427,19227,3587,110272,8859,99406,7836,80513,6865,29634,3679,10866,2997,385521,11011,364315,10491,323622,10579,75172,6169,21206,4195
0500000US06113,"Yolo County, California",207544,1385,35633,4479,33990,4284,17899,3008,19230,3240,1643,896,37558,4906,33146,4577,18433,2709,18954,3479,4412,1586,38372,6087,36044,5706,26295,4640,13451,3008,2328,1074,22682,3510,21353,3425,18554,2990,5712,1588,1329,1120,73299,6482,72323,6405,65490,5932,14611,2883,976,597
0500000US06115,"Yuba County, California",72615,1053,11001,2527,10262,2331,2299,830,8834,2050,739,584,21619,4267,20610,4023,11013,3002,13458,3579,1009,705,12650,2691,11886,2474,8482,2160,5907,1849,764,539,8292,2470,7994,2353,7294,2243,1595,789,298,292,19053,4309,18881,4241,16739,3765,4045,1396,172,225
0500000US08001,"Adams County, Colorado",493422,1374,51292,4992,42924,4816,12777,2450,34841,4617,8368,2216,97516,9956,79164,7590,39165,4547,49053,5638,18352,4456,96805,8837,82322,8102,58153,5948,32708,4894,14483,3488,89449,8122,82479,7751,67451,6451,22015,3867,6970,1816,158360,11189,150342,10254,131876,8757,27896,4364,8018,2890
0500000US08005,"Arapahoe County, Colorado",629623,2967,50655,5388,45123,4544,18170,2110,34180,3974,5532,2127,111558,8336,93254,7361,56052,5531,50467,5850,18304,4033,120893,8470,110334,7951,86120,6870,34943,4130,10559,2550,99383,8381,94618,8004,83013,7363,20018,3369,4765,1236,247134,10385,239139,9893,220684,9256,36240,3737,7995,2437
0500000US08013,"Boulder County, Colorado",310316,1946,36770,4284,32957,3993,21370,3635,15830,2361,3813,1702,49936,5424,45481,4970,31074,4137,22240,3139,4455,1610,41139,5050,39202,5053,31986,4233,11828,2693,1937,701,39462,5551,37074,5236,32609,4902,8040,1760,2388,858,143009,6518,139199,6462,129291,6243,20162,2814,3810,1415
0500000US08014,"Broomfield County, Colorado",66176,410,6841,2438,6062,2275,2670,996,4430,1775,779,664,7092,1386,6705,1400,4862,1291,2615,694,387,304,8310,1846,7950,1808,6518,1660,3031,853,360,306,10225,2159,9593,2130,8855,2075,1444,458,632,414,33708,3130,32879,3040,32076,3018,2419,683,829,672
0500000US08031,"Denver County, Colorado",679076,2299,101018,7714,85955,6598,25470,3061,69956,6132,15063,2894,127270,10799,110017,9583,56597,5649,66715,7139,17253,2837,124972,8614,111643,7610,83340,6543,39511,4754,13329,3361,91510,7935,84212,7751,68913,6405,23059,4581,7298,1839,234306,9398,225496,8974,206581,8447,34614,4607,8810,2148
0500000US08035,"Douglas County, Colorado",327814,794,13547,2508,12012,2005,6834,1607,7600,1640,1535,1022,25644,3507,23964,3216,16383,3000,11993,2095,1680,968,38655,5156,37168,4782,30941,3865,11592,2822,1487,993,42466,5477,41320,5343,35820,4454,10053,2194,1146,647,207502,5977,203850,6109,196858,5937,17914,2392,3652,1470
0500000US08041,"El Paso County, Colorado",650943,2467,79251,7669,73615,7339,31126,4290,53906,5660,5636,1428,130580,9351,118620,8043,68439,6155,68959,6304,11960,3143,125877,11151,116324,10521,90642,8879,44331,6232,9553,2637,99547,7313,94182,7029,83008,6239,24071,3243,5365,1580,215688,11057,208382,10731,193516,9805,45019,4777,7306,1864
0500000US08059,"Jefferson County, Colorado",563045,2047,42036,4294,36841,3087,17065,2270,27675,2624,5195,2440,91565,7471,83077,6628,50386,4820,48117,5105,8488,2371,96035,7253,88244,6871,68366,5186,32202,4739,7791,1667,86750,7031,83256,6612,71776,5487,20398,3034,3494,1194,246659,9019,241163,8887,221639,9151,36960,3641,5496,1420
0500000US08069,"Larimer County, Colorado",330951,2132,39930,3998,38004,4131,21535,3293,21189,3125,1926,768,62975,5950,55019,5282,36547,4812,27646,3584,7956,2127,58394,6441,51682,5811,38290,4382,21200,3772,6712,2684,55648,6366,52952,6029,44338,5614,14254,2936,2696,1129,114004,7087,111499,7039,102321,6457,18163,2597,2505,1181
0500000US08077,"Mesa County, Colorado",146582,912,32190,4193,28406,3985,7478,1529,24158,3643,3784,1678,30146,5123,27831,4890,15024,2715,18886,4252,2315,1125,31224,4741,26967,4354,21384,3854,10454,2379,4257,2027,23059,4160,19151,3044,16624,2999,6313,1934,3908,2257,29963,5131,29252,5072,25319,4388,7185,1985,711,356
0500000US08101,"Pueblo County, Colorado",160896,1139,31081,3553,28278,3283,7928,1514,24309,2973,2803,1124,41940,5059,39570,4855,19705,3268,27605,4150,2370,1245,30358,4684,28647,4466,20412,3050,13342,3243,1711,1089,25196,4311,24570,4350,17803,3177,10173,2794,626,449,32321,4400,31161,4227,25618,3636,8850,2223,1160,752
0500000US08123,"Weld County, Colorado",288483,1683,38106,5806,32808,5000,14349,2714,24131,4156,5298,2096,50638,5813,44857,5078,26471,3620,24560,3826,5781,2415,62477,6737,58517,6569,42996,5715,21870,3193,3960,1484,47557,5124,45531,5047,38600,4204,10995,3155,2026,848,89705,6874,85768,6514,78429,6182,15058,3264,3937,1214
0500000US09001,"Fairfield County, Connecticut",925591,2250,85911,6641,76172,6093,25226,3258,62120,5489,9739,2111,121744,8562,101791,7173,49444,3868,69307,6442,19953,3915,124593,8548,109244,7674,70763,5452,52054,5870,15349,3573,99037,8340,88285,7330,69859,5865,29906,4042,10752,3561,494306,12558,477758,12537,439264,11227,78568,5890,16548,3814
0500000US09003,"Hartford County, Connecticut",866096,2423,108102,8323,102604,7907,26273,3144,90202,7346,5498,1364,146826,10056,136547,9534,75637,5685,85511,7266,10279,2533,125657,10132,117879,9848,87264,7681,48626,5989,7778,1747,124511,9685,121913,9679,104804,8812,33132,4259,2598,791,361000,12323,353317,12234,328373,11980,54601,4864,7683,1930
0500000US09005,"Litchfield County, Connecticut",179493,641,14998,2870,14251,2721,5097,1394,12393,2525,747,473,28186,3899,26462,3745,18323,2993,15699,2409,1724,735,27373,4094,25879,3962,18024,2929,11949,2480,1494,796,27014,3707,26567,3646,23293,3371,7659,1898,447,331,81922,5098,80629,5092,72795,5020,15661,2333,1293,746
0500000US09007,"Middlesex County, Connecticut",157320,1063,14912,2891,13034,2209,3768,883,11537,2082,1878,1313,16509,2629,15890,2521,10969,1728,10120,2060,619,485,25197,3817,24048,3795,19093,3037,9472,2277,1149,624,25271,3682,24745,3692,22785,3547,7957,1802,526,376,75431,5003,74346,4844,70709,4974,9840,1784,1085,763
0500000US09009,"New Haven County, Connecticut",827625,2183,110141,9350,104027,9215,30463,3433,87311,8432,6114,1486,143048,9772,130957,9587,69719,6232,85117,7878,12091,2676,132835,9410,124898,9037,83975,6171,57123,6302,7937,2538,111545,8290,107473,7960,90283,6788,30630,4482,4072,1440,330056,11919,323264,11788,298918,11092,54699,4074,6792,1916
0500000US09011,"New London County, Connecticut",255003,1393,27792,4041,26634,3773,9367,2014,22796,3680,1158,647,40220,5425,38509,5284,19723,2675,26101,4633,1711,713,45758,6222,44700,6131,33015,4569,19610,4073,1058,611,33423,4842,32245,4772,25747,3528,12160,3410,1178,625,107810,7266,104527,7105,95595,6708,21116,2647,3283,1391
0500000US09013,"Tolland County, Connecticut",135325,1844,11912,2100,11505,2067,5527,1596,8450,2019,407,295,16794,3252,16271,3156,11277,2390,8691,2087,523,455,16828,3155,16199,3122,12825,2849,7331,1650,629,389,22011,4608,21360,4530,17345,3659,6303,3114,651,517,67780,4988,66616,4977,62796,4671,9682,1581,1164,855
0500000US09015,"Windham County, Connecticut",110760,1275,15727,2668,15165,2573,4214,1680,13269,2397,562,485,17357,2730,16008,2602,10816,2128,9739,1631,1349,612,21222,5106,20337,5002,13698,3451,9657,3013,885,510,16400,3419,15649,3375,13625,3063,3762,1072,751,521,40054,3955,39556,3876,36168,3788,6555,1814,498,315
0500000US10001,"Kent County, Delaware",168307,1138,24527,3799,22211,3512,7717,1964,19272,3496,2316,1147,39444,6007,36036,5377,22541,3869,21038,3758,3408,1353,39292,5577,35224,4939,24798,4141,16273,3227,4068,1770,24847,4349,23370,4216,18890,3700,6901,2072,1477,886,40197,5578,37297,5116,32892,4796,8625,2053,2900,1533
0500000US10003,"New Castle County, Delaware",539276,1188,69423,6464,63938,6083,29004,3677,45789,5113,5485,1388,91611,9009,85134,9050,52717,6667,47619,5768,6477,1799,87967,7834,82364,7312,69929,7071,24108,3407,5603,2149,83066,8224,78938,7802,66830,6922,21242,4104,4128,1280,207209,10253,203473,9962,187074,9113,33671,4134,3736,1300
0500000US10005,"Sussex County, Delaware",217265,598,24743,4141,22719,3970,7242,1292,19997,3632,2024,895,48967,4740,44855,4314,25595,2863,31893,3878,4112,1236,44389,5628,40418,5152,30458,4340,19852,2765,3971,1466,31726,3633,31091,3598,26258,3258,10679,1891,635,402,67440,5481,64919,5236,57724,4588,18570,2710,2521,988
0500000US11001,"District of Columbia, District of Columbia",639352,594,115364,8907,108977,8795,30758,3164,89302,8192,6387,2050,89106,8156,84178,7906,37614,4381,56529,6660,4928,1789,73991,7881,69044,7586,49817,5885,28537,4755,4947,2151,62232,5726,60318,5571,47419,4555,19247,3221,1914,915,298659,9710,291860,9590,269610,8687,48118,4859,6799,1742
