GEO_ID,NAME,B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M
id,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,"Estimate!!Total!!Under $25,000","Margin of Error!!Total!!Under $25,000","Estimate!!Total!!Under $25,000!!With health insurance coverage","Margin of Error!!Total!!Under $25,000!!With health insurance coverage","Estimate!!Total!!Under $25,000!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!Under $25,000!!With health insurance coverage!!With private health insurance","Estimate!!Total!!Under $25,000!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!Under $25,000!!With health insurance coverage!!With public coverage","Estimate!!Total!!Under $25,000!!No health insurance coverage","Margin of Error!!Total!!Under $25,000!!No health insurance coverage","Estimate!!Total!!$25,000 to $49,999","Margin of Error!!Total!!$25,000 to $49,999","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$25,000 to $49,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$25,000 to $49,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$25,000 to $49,999!!No health insurance coverage","Margin of Error!!Total!!$25,000 to $49,999!!No health insurance coverage","Estimate!!Total!!$50,000 to $74,999","Margin of Error!!Total!!$50,000 to $74,999","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$50,000 to $74,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$50,000 to $74,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$50,000 to $74,999!!No health insurance coverage","Margin of Error!!Total!!$50,000 to $74,999!!No health insurance coverage","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$75,000 to $99,999!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$75,000 to $99,999!!With health insurance coverage!!With public coverage","Estimate!!Total!!$75,000 to $99,999!!No health insurance coverage","Margin of Error!!Total!!$75,000 to $99,999!!No health insurance coverage","Estimate!!Total!!$100,000 or more","Margin of Error!!Total!!$100,000 or more","Estimate!!Total!!$100,000 or more!!With health insurance coverage","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage","Estimate!!Total!!$100,000 or more!!With health insurance coverage!!With private health insurance","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage!!With private health insurance","Estimate!!Total!!$100,000 or more!!With health insurance coverage!!With public coverage","Margin of Error!!Total!!$100,000 or more!!With health insurance coverage!!With public coverage","Estimate!!Total!!$100,000 or more!!No health insurance coverage","Margin of Error!!Total!!$100,000 or more!!No health insurance coverage"
0500000US12103,"Pinellas County, Florida",943166,2258,167275,9490,142293,8512,57141,4824,114896,7740,24982,3883,217941,12056,189565,10342,115437,7690,109276,7317,28376,3690,182455,11577,158412,9888,120022,7876,67600,5056,24043,4609,122748,9426,113652,8764,97265,7860,34576,3753,9096,2060,252747,12612,238560,11310,212973,10142,54250,4996,14187,4014
0500000US12105,"Polk County, Florida",652675,1329,125903,8311,106816,7195,37254,4185,85931,6850,19087,3336,174327,10604,144075,8682,79171,5462,90709,7358,30252,4621,132624,11107,115428,9981,87715,7785,46560,5279,17196,3433,96911,10079,89866,9070,74189,7484,27382,4637,7045,2144,122910,10122,112953,8900,102364,8147,22752,3333,9957,4489
0500000US12107,"Putnam County, Florida",70886,636,17398,2955,14518,2630,4036,1014,12558,2505,2880,1097,26056,3804,21288,3045,10124,1934,15662,2991,4768,1968,11222,2665,10073,2435,8435,2156,4139,1280,1149,950,8731,2735,8200,2656,6332,2165,3150,1232,531,546,7479,2768,7050,2595,6332,2446,2498,1167,429,514
0500000US12109,"St. Johns County, Florida",231890,1005,20171,3917,16372,3078,9166,2082,11975,2656,3799,1797,34128,5083,30065,4280,19773,3169,18370,3623,4063,1950,37216,6510,35311,6461,26702,5398,14322,3194,1905,912,38014,7469,36113,6956,32145,6165,9773,2499,1901,928,102361,8176,98323,7990,92038,7539,15781,2705,4038,2208
0500000US12111,"St. Lucie County, Florida",303563,1015,59624,7431,46233,5635,19346,4040,36809,5045,13391,3294,87180,9612,72501,8185,40065,6711,45123,5984,14679,4156,64534,10015,55150,9187,42438,8220,24342,4959,9384,2647,48938,8536,42746,7096,36434,6721,12788,3133,6192,3301,43287,7602,40459,7154,36820,6929,9956,2318,2828,1626
0500000US12113,"Santa Rosa County, Florida",159741,2123,19432,3845,17481,3525,6390,2011,13708,2965,1951,858,31876,5613,27337,4914,17883,3324,15022,3051,4539,1742,30336,5199,28310,5239,25648,5147,8079,2181,2026,1065,28095,5064,26500,4698,22450,4162,9299,2600,1595,1116,50002,5893,47745,5739,44839,5576,8655,1952,2257,1399
0500000US12115,"Sarasota County, Florida",406814,1171,53301,5703,46867,5152,25647,3372,35470,4342,6434,1457,93999,7662,79238,5966,50513,4871,54964,4677,14761,3790,79263,7856,69558,6702,53420,5826,35635,4213,9705,2938,57490,6732,50866,5655,41611,5517,21584,3445,6624,2884,122761,9086,115863,9078,101008,8528,41315,3989,6898,2294
0500000US12117,"Seminole County, Florida",451430,1136,61836,7254,49733,6211,23984,3973,31832,5088,12103,3019,87608,8665,74288,7026,53929,6230,31199,3815,13320,4053,83382,8934,70934,7391,57367,6164,23598,3969,12448,3504,67846,8313,63898,7756,57426,7189,12372,2051,3948,1440,150758,10270,142875,9954,134482,9455,21696,3359,7883,2318
0500000US12119,"Sumter County, Florida",114621,1353,20509,3532,18131,3413,9441,2389,14721,2834,2378,1055,27671,4475,26320,4320,15782,3160,21523,4019,1351,871,31310,5535,29210,4728,20542,3955,21881,3869,2100,1952,16500,3467,16060,3396,12499,2656,11847,2973,440,530,18631,3854,18441,3837,14823,3426,11275,2583,190,195
0500000US12127,"Volusia County, Florida",520411,1232,95782,7087,78790,5754,38299,4217,56561,5362,16992,3264,143920,8295,128616,7607,78739,5742,74545,5478,15304,2804,110415,10103,96845,9093,74154,7213,39962,5138,13570,3547,74602,7703,69069,7449,58945,6441,21494,3364,5533,1701,95692,7477,88960,6800,79598,6597,23668,3190,6732,2212
0500000US12131,"Walton County, Florida",63479,679,8718,2092,7265,1997,4412,1391,4992,1591,1453,1054,13502,2510,11172,2278,6974,1700,7650,2059,2330,1181,11427,3338,9678,2650,8376,2470,2790,798,1749,1247,7511,2591,5617,1859,4828,1744,2039,797,1894,1715,22321,3609,21356,3640,19659,3813,3899,1053,965,593
0500000US13013,"Barrow County, Georgia",76901,308,11495,2486,9416,2136,4247,1491,6711,1621,2079,860,18809,3065,14432,2365,8967,1780,8383,1726,4377,1383,16619,2876,13970,2684,10606,2238,4447,1444,2649,1278,14750,2988,13032,2409,11178,1967,2909,1426,1718,1350,15228,2479,14170,2439,13771,2379,2040,846,1058,728
0500000US13015,"Bartow County, Georgia",102190,1354,17975,3782,12598,3325,5905,1749,8757,2751,5377,2099,24331,4142,20287,3581,9137,2048,14594,3003,4044,1898,24971,4217,20540,4274,15423,4136,7755,2215,4431,1736,14467,3759,13236,3545,11813,3205,2766,1186,1231,867,20446,4136,19726,4035,18754,3948,2837,974,720,415
0500000US13021,"Bibb County, Georgia",146327,1245,43094,5069,34813,4163,14513,2626,25253,3378,8281,1999,35674,4047,30904,3526,19026,2660,16477,2757,4770,1717,25952,4524,23508,4061,16495,3046,9988,3028,2444,1024,14700,3654,13769,3601,12347,3188,3909,1140,931,645,26907,4179,26164,3982,24694,4113,4452,1302,743,577
0500000US13031,"Bulloch County, Georgia",66116,2404,17296,3127,14193,2532,7081,1795,8332,1871,3103,1265,18810,3919,13013,2863,9124,2482,6341,1648,5797,2053,11504,3054,11058,2987,10052,2737,3152,911,446,428,6052,2018,5316,1934,5248,1925,961,695,736,606,12454,2363,12267,2383,12154,2358,919,529,187,245
0500000US13045,"Carroll County, Georgia",112714,1106,18855,3594,16302,2944,6787,2057,12890,2822,2553,1640,25633,4608,22113,4086,15048,3016,11377,2801,3520,1822,25830,4975,21176,4683,18202,4480,6397,1857,4654,2320,20935,5447,18493,4773,16794,4429,3995,1367,2442,1510,21461,5456,20192,5499,18961,5346,3072,1403,1269,1512
0500000US13047,"Catoosa County, Georgia",65826,506,8852,2602,7121,2055,3536,1239,5771,1821,1731,1162,13419,3437,10915,2828,7705,2163,6197,2204,2504,1228,12153,3132,11519,2981,9027,2491,5210,1714,634,487,12042,3454,10192,3182,8410,2791,2233,1179,1850,1295,19360,4657,18442,4384,17231,3934,3207,1913,918,844
0500000US13051,"Chatham County, Georgia",274852,1996,45209,4824,36406,4075,15864,2711,24312,3101,8803,1798,63763,6300,54048,5288,32513,3927,27710,4252,9715,2192,50065,6521,42309,5855,34852,5112,13390,2808,7756,2266,45201,8128,41331,7291,35606,5964,9695,2621,3870,1733,70614,8018,66682,7658,59035,7292,17830,3028,3932,1568
0500000US13057,"Cherokee County, Georgia",239979,1280,19945,4163,13799,3248,5884,1703,10938,2479,6146,2355,29999,5042,24746,3846,18935,3411,10423,2447,5253,2227,41024,6026,33834,5400,30518,4872,9285,2346,7190,3073,39388,7919,34235,7272,31240,6921,6753,1907,5153,2661,109623,8775,103937,8622,97842,8159,14102,3579,5686,2847
0500000US13059,"Clarke County, Georgia",114479,1507,36068,4602,30257,3646,19193,2500,12417,2433,5811,1804,25355,3989,21188,3476,16614,2608,7033,2509,4167,1393,16689,3941,14866,3718,10711,2088,6011,2580,1823,916,11773,3345,10173,2945,9133,2610,2741,1156,1600,1078,24594,4064,23374,3903,21637,3587,4473,1109,1220,1006
0500000US13063,"Clayton County, Georgia",274225,1934,57407,7839,42679,6679,14432,2830,32773,5711,14728,3015,77221,9802,64515,9174,37514,5835,32449,5704,12706,2371,61609,8717,53447,7740,44415,7058,13409,2759,8162,2684,36571,5329,32185,5047,26695,4434,8850,2566,4386,1733,41417,7666,36673,6432,29117,5428,11196,2752,4744,2276
0500000US13067,"Cobb County, Georgia",737563,1550,76905,8271,56493,6302,27731,4039,37108,5050,20412,4722,125632,10786,99106,9695,71463,7587,41781,6190,26526,5168,136689,12077,113949,10201,95602,8177,31480,4893,22740,4658,105472,9352,96204,9283,86539,8662,19098,2984,9268,2868,292865,14625,278517,13147,266295,13017,35893,3752,14348,4272
0500000US13073,"Columbia County, Georgia",142669,1820,13668,4445,11127,3973,7649,3087,5148,1869,2541,1713,21526,4629,19780,4127,15601,3625,7962,2316,1746,967,27967,5915,26644,5337,22353,4653,7717,2678,1323,1051,24695,5703,22659,5549,21509,5544,5497,2271,2036,1792,54813,6693,54342,6611,52979,6646,7970,1679,471,454
0500000US13077,"Coweta County, Georgia",140021,671,13458,3456,11162,2851,3618,1444,8897,2478,2296,1115,23853,4012,20874,3749,14736,2775,10567,2488,2979,1207,29670,5866,27178,5598,22450,5122,8425,2246,2492,1558,23958,4182,22878,3917,21895,3779,2146,878,1080,836,49082,6008,47428,6161,45234,5803,5563,1384,1654,933
0500000US13089,"DeKalb County, Georgia",726975,1903,123822,10807,98493,9018,41628,4166,65533,7034,25329,3325,166168,11305,130365,9440,83828,7424,60996,5697,35803,5897,131933,11172,110225,9402,85600,8486,37357,5473,21708,4161,90889,9780,81887,8534,69937,7531,19053,3237,9002,2844,214163,9670,205892,9560,192272,8514,30895,4062,8271,2441
0500000US13095,"Dougherty County, Georgia",85836,1723,28849,4533,20423,3485,7690,2065,15210,3258,8426,2459,20767,3669,18089,3296,11167,2308,9375,2323,2678,1070,16181,3615,13552,3042,8637,2009,7018,2092,2629,1090,6977,2683,6628,2654,6581,2653,1441,556,349,287,13062,3375,12726,3406,11769,3277,2645,919,336,285
0500000US13097,"Douglas County, Georgia",140697,711,17923,3931,14383,3254,7434,2102,8482,2510,3540,1303,27775,5995,23505,4777,14964,3075,13184,3976,4270,2060,24687,4099,22546,4037,19479,3595,4743,1378,2141,918,24294,5401,19633,4445,17635,4207,3218,1402,4661,2836,46018,7181,43468,6575,38262,5855,8872,2719,2550,1832
0500000US13113,"Fayette County, Georgia",111317,272,7990,2520,6742,2176,4250,1539,4366,1300,1248,734,16448,3526,14219,2983,11311,2532,5676,1591,2229,1343,19487,3454,18643,3483,16686,3178,5306,1485,844,665,17189,4377,16243,4337,15621,4320,4877,1515,946,706,50203,4928,48883,4885,47077,4807,6860,1240,1320,862
0500000US13115,"Floyd County, Georgia",92341,1429,13944,3122,10900,2473,4272,1424,8729,1953,3044,1228,24214,3835,20899,3531,12869,2684,12716,3107,3315,1140,23043,3896,19564,3373,15904,3040,6501,1712,3479,1826,12545,3089,12109,2975,11330,2921,1621,622,436,312,18595,3544,17817,3334,16863,3203,3024,1298,778,483
0500000US13117,"Forsyth County, Georgia",220099,559,15610,2622,12217,2037,7039,1676,7589,1776,3393,1214,22704,3137,18452,2896,12705,2354,10009,2026,4252,1871,27538,4768,22977,4114,19970,3947,6870,1450,4561,1919,27645,4549,26399,4371,24933,4257,3587,916,1246,696,126602,6235,123100,6308,118771,6422,10013,1715,3502,1671
0500000US13121,"Fulton County, Georgia",987942,2911,177119,12111,145423,11381,59837,6226,100501,10179,31696,5044,158334,12337,133412,11820,96313,8423,55554,7631,24922,4621,159149,15686,135675,13151,114160,10642,36485,6635,23474,6698,120409,14171,110728,12021,97890,10822,21533,5211,9681,4297,372931,16423,361240,15208,345988,14796,40644,3805,11691,3513
0500000US13127,"Glynn County, Georgia",82947,1127,19071,4308,14396,3681,4828,1466,11966,3287,4675,1935,16898,3589,11313,2198,7312,1727,7188,1649,5585,2448,17558,3563,15578,3250,12718,2975,5144,1485,1980,1103,11361,2998,10412,2944,10039,2897,2242,935,949,651,18059,3829,17167,3526,15769,3398,5309,2070,892,945
0500000US13135,"Gwinnett County, Georgia",901652,1143,105019,13080,71190,10208,28180,4804,50547,8020,33829,5793,169629,15132,130287,12334,88493,9306,57345,6486,39342,6727,169101,15272,140138,13823,110623,10569,41425,6302,28963,5501,168948,17710,149372,15918,130893,14445,30236,4674,19576,6195,288955,20321,269636,19257,252767,18076,32013,4387,19319,4279
0500000US13139,"Hall County, Georgia",194869,450,25875,4679,16914,2857,6622,1812,12722,2590,8961,3032,47128,6134,36924,5306,24998,4309,17777,3360,10204,2499,43375,6274,35622,5199,26303,3849,14895,3746,7753,2241,30993,5670,26889,5403,24082,4893,5594,1900,4104,1845,47498,5068,44271,4657,38934,4377,9721,2037,3227,1737
0500000US13151,"Henry County, Georgia",220825,523,26278,5855,21084,4544,8569,2115,15426,4280,5194,1943,43377,5867,35477,4828,24633,3893,17838,3248,7900,2808,39833,6818,35145,5430,27623,4227,11676,3553,4688,2146,45058,6920,40535,6725,35181,5933,9742,2739,4523,2479,66279,7354,64360,7385,60534,7070,9824,2377,1919,1016
0500000US13153,"Houston County, Georgia",149633,1114,27167,4915,21100,4230,7002,2273,16678,3491,6067,2086,25112,4987,20156,4373,13588,3170,10874,2856,4956,1642,27945,5403,26098,4996,23694,4836,6940,1504,1847,1114,23179,5375,20877,4921,17957,4154,5494,2121,2302,1147,46230,6244,42237,5710,38447,5662,10970,2397,3993,2784
0500000US13179,"Liberty County, Georgia",56360,1033,10013,2228,8041,1809,4881,1496,4332,1116,1972,995,17831,2745,16027,2378,11387,1880,5927,1496,1804,1007,13195,2442,12182,2390,11314,2354,1971,843,1013,566,7223,1925,6530,1767,5572,1478,1726,847,693,520,8098,2201,7693,2120,7339,2117,2406,743,405,320
0500000US13185,"Lowndes County, Georgia",107083,1556,25972,3504,21483,3062,10046,2771,15078,2600,4489,1465,27094,3637,22020,3521,18429,3321,8482,2246,5074,2500,22604,4852,19558,4423,15665,4285,6726,1884,3046,1591,9918,2470,9671,2387,9418,2319,1501,717,247,247,21495,3480,21021,3433,20203,3588,4566,1024,474,413
0500000US13215,"Muscogee County, Georgia",185440,1957,51358,5537,40779,4775,16929,3273,28701,3556,10579,2383,44297,6670,40762,6195,28084,4466,19255,3708,3535,1232,31418,5495,29366,5242,24227,4645,9717,2816,2052,1080,21113,3945,20005,3968,18249,3536,5151,1479,1108,675,37254,5400,35251,5024,33172,4677,6852,1556,2003,1227
0500000US13217,"Newton County, Georgia",105672,962,24081,5048,18080,3987,5256,3031,13853,3607,6001,2450,25736,4449,22133,3633,14474,3057,11152,2434,3603,2269,17517,3601,15623,3259,10946,2675,7032,2316,1894,1096,16957,4602,16234,4486,13605,4136,4365,2055,723,557,21381,4132,20194,3938,18143,3770,3370,1386,1187,682
0500000US13223,"Paulding County, Georgia",154727,791,18185,4593,15916,4338,5526,1603,12424,3871,2269,1221,30604,7133,25812,6098,15001,4636,13234,3597,4792,2176,35494,4846,32444,4577,28725,4519,8027,1979,3050,1222,23567,5122,20788,4846,19342,4512,2597,1495,2779,2075,46877,7272,42442,6677,39918,6244,4626,1448,4435,2247
0500000US13245,"Richmond County, Georgia",190036,1606,51057,5215,42198,4478,14499,2647,33803,4131,8859,1917,54021,5935,43758,5390,29875,4118,21319,3883,10263,2882,35348,5945,32044,5253,27818,4861,10698,2644,3304,1304,22092,5084,20898,4982,19390,4805,4852,1448,1194,724,27518,5409,26383,5157,24649,4915,6306,1481,1135,970
0500000US13247,"Rockdale County, Georgia",88363,852,12097,2709,9248,2246,2499,1090,7989,2106,2849,1056,20771,5045,17436,4435,10450,3608,9238,2204,3335,1540,20859,4419,18365,4174,14889,3621,4484,1290,2494,1485,11367,3082,10493,2852,9519,2600,2312,902,874,649,23269,4146,21342,3719,19501,3360,4037,1853,1927,1092
0500000US13285,"Troup County, Georgia",68346,859,16985,3396,13290,2889,5687,1368,8844,2095,3695,1416,16737,3326,13809,3153,9114,2303,7274,1742,2928,1237,14787,3374,13797,3285,11533,2710,3633,1199,990,693,6011,1854,5577,1749,5037,1620,1266,588,434,349,13826,2905,12799,2622,12427,2582,1721,740,1027,879
0500000US13295,"Walker County, Georgia",66328,905,14921,2901,11924,2416,5311,1705,9165,2237,2997,1324,19393,3978,16034,3656,11484,3234,8732,2530,3359,1520,15048,3557,14101,3299,12222,3199,3162,1265,947,586,6995,2098,6676,1973,5573,1695,2136,968,319,355,9971,3105,9781,3054,9225,3035,1537,885,190,264
0500000US13297,"Walton County, Georgia",89326,788,12796,3349,10879,2877,3204,1024,9371,2776,1917,840,22602,3309,17074,2566,11054,2132,8857,1665,5528,2365,19886,3852,17481,3626,13316,3189,5678,1744,2405,1019,13666,3396,12278,3039,10633,2876,2834,1138,1388,792,20376,3382,19478,3471,17935,3347,3094,831,898,740
0500000US13313,"Whitfield County, Georgia",103108,1105,21345,4328,16379,3274,7342,1750,11890,2650,4966,1660,29627,4700,21603,3299,12961,2066,11325,2651,8024,3050,21843,3936,18802,3543,14363,3007,6777,2198,3041,1285,15266,4406,14445,4339,12192,3593,2839,1484,821,554,15027,3292,14613,3280,14009,3223,1980,647,414,326
0500000US15001,"Hawaii County, Hawaii",194238,1268,28461,4439,26642,4140,7776,1769,22774,3761,1819,1830,41679,5362,39632,5184,21915,3398,26589,4358,2047,802,38532,5657,37747,5565,28335,4479,14841,3923,785,511,25528,4493,25389,4479,17978,3109,11296,3360,139,124,60038,5720,58358,5700,49532,4905,16732,3092,1680,890
0500000US15003,"Honolulu County, Hawaii",930465,3031,73175,6711,68214,6390,33855,3552,49788,5538,4961,1474,109456,9297,103107,9088,76665,7260,45932,4671,6349,1676,138897,11353,133873,10971,110802,9115,45147,5069,5024,1428,132946,10417,130820,10336,112998,8614,39434,5190,2126,675,475991,12358,465649,12402,424630,10983,107123,5782,10342,2293
0500000US15007,"Kauai County, Hawaii",71116,372,5636,1332,5512,1311,2418,779,4111,1075,124,116,11756,2178,11111,2149,6487,1453,6361,1401,645,415,8890,2051,8599,2003,6332,1520,4226,1363,291,283,11728,3046,11598,3038,9770,2731,3014,852,130,167,33106,3600,31112,3814,28039,3726,6260,1370,1994,1481
0500000US15009,"Maui County, Hawaii",162772,1311,16929,3319,15635,3120,5427,1576,11962,2437,1294,737,17888,3388,16985,3143,10171,2213,9221,2175,903,642,27550,4980,25763,4873,20031,3939,8792,2211,1787,1133,24087,4508,22348,4463,16428,3198,9011,2664,1739,1213,76318,5680,73412,5386,65120,5180,17538,2334,2906,1155
0500000US16001,"Ada County, Idaho",435371,1254,51038,6248,42470,5293,24020,3828,25831,4011,8568,2837,77870,8422,69126,7208,51682,5902,28472,4151,8744,2583,95053,9356,86901,8466,74142,8561,25530,5295,8152,3121,68382,9665,65812,9404,60760,9186,11093,2083,2570,1208,143028,9682,136113,9265,129115,9123,18128,3298,6915,2294
0500000US16005,"Bannock County, Idaho",82067,1266,15129,2328,12501,2155,5587,1421,9319,2030,2628,1035,22162,3549,20799,3433,14617,2561,9220,2177,1363,722,15351,2822,14538,2687,11904,2468,5561,1536,813,477,10326,2070,10100,2053,9433,1974,3127,1069,226,242,19099,2961,18492,2833,17865,2843,2004,800,607,417
0500000US16019,"Bonneville County, Idaho",110695,623,11587,2399,9758,2073,4680,1171,7694,1952,1829,881,23826,3722,21296,3284,14917,2497,10294,2155,2530,1010,26116,4240,24806,4063,19469,3493,10263,2483,1310,649,16614,3881,16007,3798,14860,3592,2072,962,607,422,32552,4888,31101,4697,29292,4612,3948,1213,1451,1074
0500000US16027,"Canyon County, Idaho",208127,963,32931,5898,25728,5461,11334,2132,18623,4632,7203,1908,55739,6671,47776,6059,25969,3830,28344,4629,7963,1631,50679,6791,44121,6121,32814,5235,17754,3649,6558,2152,30906,6617,26509,5733,22222,4912,7422,2750,4397,1970,37872,5841,35192,5687,29681,4652,8546,3260,2680,1255
0500000US16055,"Kootenai County, Idaho",152460,728,21683,4235,16956,3348,6548,1932,13590,2955,4727,1501,36651,5621,31715,5119,18405,3607,19380,3498,4936,1862,35892,5929,32997,5585,27457,4758,10445,2369,2895,1358,20202,3867,19337,3719,17436,3454,5190,1477,865,558,38032,6229,36716,6218,33958,6218,6490,1924,1316,804
0500000US16083,"Twin Falls County, Idaho",82366,756,12391,3364,11035,3166,5005,1593,7766,2730,1356,610,22067,3722,19093,3323,13145,2714,9870,1940,2974,1414,17352,3304,15899,3112,13581,2744,5168,1478,1453,1142,12279,2917,10730,2544,9187,2239,2363,965,1549,1083,18277,4566,18100,4556,16081,3950,3384,1539,177,170
0500000US17001,"Adams County, Illinois",65129,676,10975,2025,10209,1767,3903,1146,8089,1613,766,502,14516,2634,12948,2639,7606,1762,8151,2138,1568,1094,13695,2554,13450,2484,10868,2243,4700,1428,245,206,10199,2574,9973,2557,9319,2399,1500,641,226,286,15744,2333,15553,2290,14826,2261,2705,718,191,205
0500000US17019,"Champaign County, Illinois",192202,2655,39543,4635,36385,4357,26479,3739,12830,2290,3158,1366,39478,4036,36761,3538,27540,3191,13317,2484,2717,1194,31834,4922,31149,4785,27286,4502,9837,1755,685,445,23938,3834,23384,3775,21733,3751,3996,1451,554,336,57409,5205,56647,5252,54315,5257,6978,1336,762,452
0500000US17031,"Cook County, Illinois",5109824,3597,840469,22789,737684,20146,233735,10165,591661,17473,102785,7996,991990,29824,865183,26375,453557,16326,515393,19263,126807,9000,844425,24320,759621,22563,554528,19079,284170,12924,84804,7235,674616,24756,626123,23434,518328,18953,163091,11720,48493,5629,1758324,27229,1695559,25491,1558190,23081,249882,11396,62765,5683
0500000US17037,"DeKalb County, Illinois",99660,1553,14935,2805,13484,2514,6354,1705,8857,1932,1451,800,18090,3274,16756,2996,12250,2213,7921,1967,1334,773,22392,3973,20163,3345,14170,2551,8470,2439,2229,1489,14863,3029,14269,2935,11295,2672,3687,1430,594,505,29380,4227,29020,4219,27908,4343,3804,1105,360,373
0500000US17043,"DuPage County, Illinois",915880,1863,70488,5408,61622,5196,30537,3333,42350,4441,8866,1646,126357,9556,113056,8724,71468,6747,60756,5501,13301,4085,117742,8451,111357,8325,91830,7136,36383,3657,6385,1847,129224,9494,122466,9142,108401,8493,28421,3119,6758,2233,472069,11271,459517,11103,433799,10926,56125,3814,12552,3195
0500000US17089,"Kane County, Illinois",526305,1449,50793,6380,44736,5621,17322,3372,32967,4999,6057,2419,90633,8678,77400,7749,46894,6522,44250,5387,13233,3083,89034,8924,79199,7728,58955,6578,29888,5150,9835,2949,72087,8924,65648,7779,53596,6374,19567,4312,6439,2593,223758,10918,212747,10025,195062,8935,33630,5611,11011,5596
0500000US17091,"Kankakee County, Illinois",104391,1270,16533,3211,15508,3188,5640,2144,12206,2544,1025,596,23483,3322,21063,3202,13734,2220,11459,2468,2420,1079,21747,3098,19779,2878,15102,2239,7095,1452,1968,781,16272,2691,15525,2701,13813,2637,3006,900,747,502,26356,3551,26061,3499,24948,3455,4047,1373,295,222
0500000US17093,"Kendall County, Illinois",124324,372,6406,2476,5990,2426,1755,1126,4824,2124,416,645,13248,4050,12037,3397,8114,2735,7335,2442,1211,1179,16499,4573,16126,4545,13498,4355,3766,1465,373,449,28782,6874,28405,6806,25675,6602,4667,2441,377,295,59389,7457,56713,7140,55114,7032,5748,2010,2676,1548
0500000US17097,"Lake County, Illinois",683489,1739,63158,5006,56792,4629,24382,3376,41675,3510,6366,1669,98580,6970,85036,6417,49999,4692,47732,4943,13544,2653,96103,7669,88103,7102,70753,6109,28954,3768,8000,2239,85040,8279,77292,7257,64975,6684,21627,2845,7748,2346,340608,11098,331464,10645,313476,10910,41112,3136,9144,2890
0500000US17099,"LaSalle County, Illinois",106935,721,15780,2583,14274,2466,5109,1136,11961,2274,1506,669,21533,2967,20381,2679,12458,2139,13152,2028,1152,596,22699,3709,21730,3644,17220,3109,8489,1988,969,535,18787,3428,18510,3375,16366,2922,4086,1241,277,260,28136,3015,27789,3002,26691,2982,3774,1048,347,244
0500000US17111,"McHenry County, Illinois",305369,827,25050,4817,22699,4259,9333,2357,18028,3665,2351,1492,40825,4571,38593,4425,24491,3503,20967,3329,2232,940,47991,5783,44825,5651,33205,4198,17385,3791,3166,1277,59312,6408,56525,6311,51142,6019,10918,1985,2787,1170,132191,7372,130432,7374,123458,7428,15207,2394,1759,822
0500000US17113,"McLean County, Illinois",164957,1139,23883,3348,22832,3332,10945,2122,13728,3007,1051,762,29128,4300,28027,4352,19706,3515,13404,2479,1101,574,28087,3398,26777,3333,22824,3233,7733,1892,1310,760,24025,4142,23344,4032,21873,3886,3690,1054,681,391,59834,4789,58875,4643,57176,4599,6100,1133,959,522
0500000US17115,"Macon County, Illinois",102701,1147,22018,3001,20620,2908,5767,1245,17834,2536,1398,648,23510,3309,22172,3034,14740,2324,13163,1978,1338,825,17550,2977,16455,2883,13278,2557,5891,1287,1095,479,15594,3036,15219,2987,13534,2811,4681,1233,375,358,24029,3341,23723,3288,21009,2759,4921,2236,306,355
